id,title,url,upload_date,source_primary,source_tabs,live_status,was_live,is_live,availability,members_only
DvCswvQwhj0,叶剑英家族成功传承的秘诀；邓家衰落的密码；陈云家族的八卦和希望；江泽民为孙子的政治布局；江绵恒的激流勇退和家庭教育；李鹏家族的内斗和联姻；第四代领导子女集体从政潮；大型政治家族消失的原因。,https://www.youtube.com/watch?v=DvCswvQwhj0,2025-11-15,streams,streams,was_live,True,False,public,False
Dn6T0bf44Sw,【直播】 西安官场风暴的背后；西安市委书记方红卫的贵人和落马；监会主席吴清为什么辞职；吉林省委书记景俊海是否落马？陕西官场两个时代和两次清洗；西安五任书记的升迁路径；西安市官场内部故事,https://www.youtube.com/watch?v=Dn6T0bf44Sw,2025-11-13,streams,streams,was_live,True,False,public,False
AcpkWQVk4WU,李希和刘金国的分歧；温家宝如何利用中纪委成为权力最大的总理；中纪委如何帮助江泽民坐稳总书记；王岐山和习近平的决裂；中纪委内部的权力转移过程；中纪委书记的选择标准；中纪委人员的贪腐故事。,https://www.youtube.com/watch?v=AcpkWQVk4WU,2025-11-11,streams,streams,was_live,True,False,subscriber_only,True
THTmYGlpIAI,苗华和李干杰如何因为一场饭局改变了命运？习近平因为什么抛弃了他们？李干杰做了哪些弥补工作？苗华究竟是哪些罪行？中共为何推出最严禁酒令？｜李干杰｜陈希｜蔡奇｜习近平｜禁酒令｜山东帮｜石泰峰｜锡安教会,https://www.youtube.com/watch?v=THTmYGlpIAI,2025-11-10,videos,videos,not_live,False,False,public,False
VM-yQVQFi4U,江泽民孙子江志成的前生今世；博裕资本的幕后操盘人；他们和马云的隐秘关系；马化腾和马明哲是怎么样进行利益输送的；江志成有多少财富；星巴克中国为什么要卖身；,https://www.youtube.com/watch?v=VM-yQVQFi4U,2025-11-09,streams,streams,was_live,True,False,public,False
MbfrbwzTv5Y,景甜的幕后大哥到底是谁？她与王健林到底是什么关系？王思聪为什么被因她被封口？神秘的路征到底是何方神圣？景甜｜叶选基｜孙红雷｜张澜澜｜路征｜韩三平｜王健林,https://www.youtube.com/watch?v=MbfrbwzTv5Y,2025-11-04,videos,videos,not_live,False,False,public,False
diyjAUB72fs,江苏信长星的背景；浙江王浩如何攀上彭丽媛家族；安徽梁言顺的品牌营销学；福建周祖翼的双层背景；江西尹弘和丁薛祥共同的官场导师是谁；山东林武如何搞定陈希；各省委书记前途预测。二十一大｜习近平｜前途预测,https://www.youtube.com/watch?v=diyjAUB72fs,2025-10-29,streams,streams,was_live,True,False,subscriber_only,True
5e2QttE9dOE,军队的权力结构；习近平维护权力的三大支柱；政变必要的三股力量；张升民的后台到底是谁；习近平为什么不给张升民政治局委员；张又侠的实际权力有多大；如何判断政治权力格局；蔡霞的逻辑错误之处；,https://www.youtube.com/watch?v=5e2QttE9dOE,2025-10-29,streams,streams,was_live,True,False,subscriber_only,True
Cxn2Jxv6pt8,张升民到底是谁的人？他的贵人有哪些？他如何跟习近平建立了信任？他和张又侠关系如何？他如何让刘源吐血？他操刀查办了哪些案件？为什么是他当选了军委副主席？｜习近平｜张升民｜张又侠｜何卫东｜苗华｜刘源,https://www.youtube.com/watch?v=Cxn2Jxv6pt8,2025-10-28,videos,videos,not_live,False,False,public,False
ht2f3-XlkEM,河北倪岳峰的两任老板是谁；山西唐登杰和习近平的缘分；辽宁许昆林如何搞定何立峰；吉林黄强的背景；黑龙江许勤背后的神秘家族；各省省委书记背景介绍,https://www.youtube.com/watch?v=ht2f3-XlkEM,2025-10-26,streams,streams,was_live,True,False,subscriber_only,True
J7pepM1Yg6A,习近平手下的四大权臣；何立峰推荐能力为什么这么强；蔡奇的推荐能力为什么不尽如意；陈希的影响力还有多大；中组部的权力斗争如何推进；李干杰如何逆袭；石泰峰的新思路；丁薛祥的推荐能力为什么下降了。,https://www.youtube.com/watch?v=J7pepM1Yg6A,2025-10-26,streams,streams,was_live,True,False,subscriber_only,True
9q9O9PWdaEk,谁清洗了习近平的亲信？苗华和何卫东是如何走向自我毁灭的？这次军队清洗运动的真实动因是什麼？习近平已经失去权力？还是大权在握？四中全会后的习近平会怎样？军队大清洗的真相｜习近平｜张又侠｜何卫东｜苗华｜,https://www.youtube.com/watch?v=9q9O9PWdaEk,2025-10-24,videos,videos,not_live,False,False,public,False
NlpPCYF1n1Y,习近平如何一句话搞垮万达？中共的三次政策变化如何让王健林三次差点破产？王健林和景甜身后的神秘靠山到底是谁？王健林翻车的关键性事件是哪个？谁挽救了王健林？｜王思聪｜薄熙来｜俞正声｜景甜 ｜习近平｜万达,https://www.youtube.com/watch?v=NlpPCYF1n1Y,2025-10-20,videos,videos,not_live,False,False,public,False
zNjsWwyCEwM,前总理李鹏的女儿李小琳如何让情人一夜暴富？卷入刘志军案的内幕曝光？电力公主蹊跷的大学学历和名利色，频频爆发的丑闻究竟是什么？温家宝為何要狙击李鹏子女？｜李小琳 ｜李鹏｜李小勇｜黎亮 ｜彭丽媛  ｜,https://www.youtube.com/watch?v=zNjsWwyCEwM,2025-10-13,videos,videos,not_live,False,False,public,False
bYK6yhG7L7M,二十大胡锦涛被架走的真相是什麼？末代皇储胡春华是如何被选择下台的？他的三大成功原因是什么？他的人生的三次被选择又是什么？他的危机处理能力又是如何？｜胡春华｜胡锦涛｜习近平｜李克强｜汪洋｜郭金龙｜李希｜,https://www.youtube.com/watch?v=bYK6yhG7L7M,2025-10-06,videos,videos,not_live,False,False,public,False
_4ptyCsKrrs,薄熙来是如何因为两个儿子的争宠而倒台的呢？薄熙来和李望知是如何决裂的？李望知的商业帝国如何构成？薄瓜瓜和李望知是如何竞争的？王立军如何登上历史舞台的？李望知｜薄瓜瓜｜薄熙来｜谷开来｜薄一波｜,https://www.youtube.com/watch?v=_4ptyCsKrrs,2025-09-29,videos,videos,not_live,False,False,public,False
sEPlP-whDFM,金正恩和习近平为什么互相看不起？金习之间如何博弈？中朝关系为什么两次走到冰点？他如何利用特朗普和普京压服习近平？金正恩为什么最后又出现在93阅兵现场？金正恩｜习近平｜特朗普｜普京｜中朝关系,https://www.youtube.com/watch?v=sEPlP-whDFM,2025-09-25,videos,videos,not_live,False,False,public,False
kCX3q3wukNo,谁才是真正的习近平的连襟和彭丽媛的妹夫？他如何成股级成长为正厅级？李干杰和马兴瑞如何攀附彭丽媛？彭丽媛的团队有哪些人？为什么有人攀附失败了？｜徐兴建｜李书福｜田国立｜马兴瑞｜彭丽娟｜习近平｜彭丽媛,https://www.youtube.com/watch?v=kCX3q3wukNo,2025-09-19,videos,videos,not_live,False,False,public,False
CzRDUTPwbGM,中联部长刘建超的仕途,https://www.youtube.com/watch?v=CzRDUTPwbGM,2025-09-17,videos,videos,not_live,False,False,subscriber_only,True
z5VepflBTPg,习近平安排接班人的三个阶段，他如何一步步废掉中共的接班人制度；陈敏尔如何两次败于李强；丁薛祥如何逆袭陈敏尔；陈敏尔的致命弱点和二十一大上的前途｜李强｜丁薛祥｜陈敏尔｜胡春华｜丁薛祥｜习近平｜江泽民,https://www.youtube.com/watch?v=z5VepflBTPg,2025-09-16,videos,videos,not_live,False,False,public,False
71wYwZshOsA,陈敏尔有着怎样的人生轨迹呢，他早年伯乐有哪些人；谁帮他解决的副部级？他如何成為李强的手下败将？他又是如何被丁薛祥超越的呢？二十一大他还有没有希望入选政治局常委？｜陈敏尔｜习近平｜梁平波｜李强｜胡春华｜,https://www.youtube.com/watch?v=71wYwZshOsA,2025-09-12,videos,videos,not_live,False,False,public,False
hSfuiUOtjY4,习近平的亲表弟齐明：他父亲跟乔石和贺龙家族的关系；他和李小勇陈小同的关系；他如何牵扯进陈希同案；他为何跑到澳洲；他跟中兴的关系；他如何涉及了澳门洗米华案件。｜齐明｜齐锐新｜杨兰兰｜洗米华｜朱小丹｜,https://www.youtube.com/watch?v=hSfuiUOtjY4,2025-09-08,videos,videos,not_live,False,False,public,False
-1dmpwToyIM,习近平六次阅兵的真实目的是什麼？他的三个梦想是什么？中共改开以来历次大阅兵与背后有哪些军权之争？93阅兵 ｜习近平｜邓小平 ｜江泽民 ｜胡锦涛  ｜,https://www.youtube.com/watch?v=-1dmpwToyIM,2025-09-03,videos,videos,not_live,False,False,public,False
SG-CtCy4hb8,习近平是如何应对团派的围剿，保卫自己的储君地位的？十七大到十八大之间的五年之间经历了哪些政治斗争？胡锦涛的权力布局如何达到了顶峰，又是如何被江泽民实现了大反转？令计划｜江泽民｜政治斗争｜十八大,https://www.youtube.com/watch?v=SG-CtCy4hb8,2025-08-31,videos,videos,not_live,False,False,public,False
YWsPTr7iaG4,内蒙古王莉霞究竟为何落马？她和习近平的真实关系究竟如何？她背后的伯乐究竟是谁呢？ 习近平的消藩运动如何开展？乌兰夫｜栗战书｜赵乐际｜石泰峰｜邱晓华｜刘云山｜布小林｜樊小平 ｜信长星｜杨士秋｜陈奎元,https://www.youtube.com/watch?v=YWsPTr7iaG4,2025-08-27,videos,videos,not_live,False,False,public,False
bIa3xYVFC0I,中联部部长刘建超到底有没有落马？他为什么会被人攻击？外交系统历次人事变更的背后逻辑是什么？外交系统当前的派系都有哪些？王毅是如何成为外交一号人物的？习近平｜李肇星｜钱其琛｜戴秉国｜唐家璇｜秦刚｜乐玉成,https://www.youtube.com/watch?v=bIa3xYVFC0I,2025-08-25,videos,videos,not_live,False,False,public,False
NQbGCEcJ78s,雅江水电和政坛水利系,https://www.youtube.com/watch?v=NQbGCEcJ78s,2025-08-23,videos,videos,not_live,False,False,subscriber_only,True
aNhxZrCit2Y,齐桥桥在习近平家族中的地位是怎么来的；孙政才和赖小民是怎么对她进行利益输送的；第一个70后正部官员是怎么来的；她的千亿身价怎么来的；她帮助了哪些人提拔；齐桥桥｜习近平｜习仲勋｜齐心｜邓家贵｜,https://www.youtube.com/watch?v=aNhxZrCit2Y,2025-08-18,videos,videos,not_live,False,False,public,False
vzCSz8Xdx2U,杨兰兰的真实身份：中共历代权贵家族财富排名；习家和邓家的千亿资产哪里来的？杨兰兰和钢铁公主陈宁宁&杨尚昆女儿；权贵家族财富数量的决定因素有哪些？习近平家族｜邓小平家族｜权贵家族,https://www.youtube.com/watch?v=vzCSz8Xdx2U,2025-08-14,videos,videos,not_live,False,False,public,False
O4Q9wiu9bRc,习近平是如何超过李克强成为接班人的；十七大之前的接班人之战；习近平家族如何搞定江泽民胡锦涛李鹏等元老的；他上位过程中有哪些秘闻；李克强和胡锦涛如何输掉了储君之战；温家宝对习近平上位有什么帮助。,https://www.youtube.com/watch?v=O4Q9wiu9bRc,2025-08-11,videos,videos,not_live,False,False,public,False
R3F6NB7telI,江油事件，当地政府为何选择暴力镇压？江油政府的五步错误；基层政府的黑暗逻辑；中共维稳体制的八大特征和三大命门｜江油｜校园霸凌｜群体事件｜维稳｜习近平｜成都｜世界运动会｜四川｜政法委｜权力来源｜,https://www.youtube.com/watch?v=R3F6NB7telI,2025-08-07,videos,videos,not_live,False,False,public,False
AFaqONILXgk,令计划儿子和江泽民孙子的从商故事；令谷是如何被人腐蚀的？他是被谁害死的？江志成有多少钱？他背后的操盘手是谁？和三马有什么关系？他们如何影响了十八大人事布局？两个人的投资事业有什么异同?｜江志成｜令谷｜,https://www.youtube.com/watch?v=AFaqONILXgk,2025-08-04,videos,videos,not_live,False,False,public,False
jUO6Mcp9KYw,释永信的神秘靠山是谁？他会见教宗到底有没有报备？他为什么能这么多年屹立不倒？习近平最喜欢的僧人到底是谁？中共的宗教管理系统是怎么设置的？｜释永信 ｜少林寺｜赵朴初 ｜习近平｜李长春 ｜佛教,https://www.youtube.com/watch?v=jUO6Mcp9KYw,2025-07-31,videos,videos,not_live,False,False,public,False
A6qxtXm-IGg,习远平如何开始他的复仇？他在习近平上位过程中的作用；新阶段习远平的四个新任务；他的白手套们；他如何充当幕后组织部长？他推荐了哪些人？｜习远平｜习仲勋 ｜习近平｜邓小平｜张澜澜｜【公开版】,https://www.youtube.com/watch?v=A6qxtXm-IGg,2025-07-25,videos,videos,not_live,False,False,public,False
vKOHjBxvkls,张国清：从战争之王到总理备份,https://www.youtube.com/watch?v=vKOHjBxvkls,2025-07-23,videos,videos,not_live,False,False,subscriber_only,True
9fzO_w2JvuE,汪洋是怎么从改革家到口炮大师的？他会复出接任习近平吗？他和叶剑英家族的恩怨情仇？他因何被狙击落选十八大常委？胡春华为什么对他充满怨恨？他给广东留下了哪些烂摊子？习近平｜温家宝｜朱镕基｜胡锦涛｜胡春华,https://www.youtube.com/watch?v=9fzO_w2JvuE,2025-07-22,videos,videos,not_live,False,False,public,False
I31WsmNaJdw,70后太子党从政的总体情况；胡海峰当年的浪荡公子岁月；他和涌金系魏东跳楼案的关联；陈希和习近平如何利用他搞定胡锦涛；他的从政生涯政绩如何；他的政治前途如何。｜胡海峰｜胡锦涛 ｜习近平｜陈希｜魏东｜,https://www.youtube.com/watch?v=I31WsmNaJdw,2025-07-18,videos,videos,not_live,False,False,public,False
8mtRqJba670,苗华--何卫东被查的终极真相；他们跟令计划--李源潮政治团队的相似性；他们如何形成了政治团伙？他们如何架空了习近平掌控了军权？他们进行了哪些阴谋活动？令计划｜李源潮｜苗华｜何卫东｜习近平｜政变,https://www.youtube.com/watch?v=8mtRqJba670,2025-07-14,videos,videos,not_live,False,False,public,False
FUWHFn-zvrg,马兴瑞如何建立了和彭丽媛家族的信任关系？他人生中关键的三次利益输送？他如何搞定了老江和马凯家族？他如何从航天系中脱颖而出？他仕途上的两次危机？他的从政风格和当官秘诀？｜马兴瑞｜钱学森 ｜江泽民｜马凯｜,https://www.youtube.com/watch?v=FUWHFn-zvrg,2025-07-11,videos,videos,not_live,False,False,public,False
UG2zEyirhcs,珍贵视频：习近平的情人梦雪采访宋祖英，彭丽媛最讨厌的两个女人。,https://www.youtube.com/watch?v=UG2zEyirhcs,2025-07-10,videos,videos,not_live,False,False,public,False
FjaHaL_quFU,新疆王陈小江和新壮王韦韬：他们为什么得到这次晋升机会？他们背后共同的大佬是谁？他们的派系如何把持了中组部？他们如何取得习近平的信任？｜韦韬｜陈小江 ｜宋平｜刘冰｜姜信治｜李希｜石泰峰｜,https://www.youtube.com/watch?v=FjaHaL_quFU,2025-07-07,videos,videos,not_live,False,False,public,False
GtzsCmJmIcc,6月30日的政治局会议，习近平被限权了吗？小组治国后续如何发展？习近平如何用小组夺权？为什么要制定这次的条例？习近平｜小组治国｜政治局会议｜毛泽东,https://www.youtube.com/watch?v=GtzsCmJmIcc,2025-07-02,videos,videos,not_live,False,False,public,False
9kYHLcZNiNM,彭丽媛的五个人生贵人，波折不断的婚姻，以及她在习近平上位中的作用；她的六边形性格以及她最讨厌的人以及两个人生遗憾。｜彭丽媛｜习近平 ｜梦雪｜宋祖英｜曾庆淮｜李鹏｜高承本｜,https://www.youtube.com/watch?v=9kYHLcZNiNM,2025-06-30,videos,videos,not_live,False,False,public,False
e0IsR6lFFTw,习近平和人生中的28位秘书,https://www.youtube.com/watch?v=e0IsR6lFFTw,2025-06-27,videos,videos,not_live,False,False,subscriber_only,True
PxrlWUTsJ7o,伊朗体制和中共体制的高度相似性，伊朗和中共第二代领导人的区别，哪些原因造成了伊朗的落后，伊朗体制的致命弱点，中共如何避免了伊朗的结局。伊朗｜哈梅内伊｜邓小平｜霍梅尼｜毛泽东｜以色列｜中东,https://www.youtube.com/watch?v=PxrlWUTsJ7o,2025-06-25,videos,videos,not_live,False,False,public,False
t9D4fteaRB8,习近平的贴身大秘钟绍军：改变他命运的两个大姐；他如何通过习近平的考验；他如何帮助习近平登上大位？如何与胡海峰成为同学？他在军队的风暴中，为何被边缘化？他未来的前景如何？钟绍军｜胡海峰｜曾庆红｜苗华,https://www.youtube.com/watch?v=t9D4fteaRB8,2025-06-23,videos,videos,not_live,False,False,public,False
htH7elOxuQY,习近平是如何在军队的三种势力中实现平衡？军队大乱斗的终极原因是什么？苗华何卫东为什么落马？许其亮和张又侠的成长轨迹？｜张又侠｜许其亮 ｜习近平｜苗华 ｜何卫东｜,https://www.youtube.com/watch?v=htH7elOxuQY,2025-06-20,videos,videos,not_live,False,False,public,False
kJiaHNmukeM,郭文贵的真实背景是谁？他的三个打手是谁？他究竟是怎么把偷拍录像交到胡锦涛手中的？他是怎么样抢下民族证券的？他怎么赢下王岐山的？郭文贵｜令计划｜李克强｜马建,https://www.youtube.com/watch?v=kJiaHNmukeM,2025-06-18,videos,videos,not_live,False,False,subscriber_only,True
_gBWZ4rVQOk,丁薛祥的人生贵人有哪几位？他是如何搞定习近平的？他是江泽民的人吗？习近平一开始为何没有带他去中办，后来又为何选择他当大秘？他经历了哪些政治斗争？江泽民|朱镕基|俞正声|曾庆红|陈良宇|韩正|尹弘,https://www.youtube.com/watch?v=_gBWZ4rVQOk,2025-06-17,videos,videos,not_live,False,False,public,False
Id7BpWuO3EU,谁杀死了李克强和许其亮？他们的猝死，背后藏着怎么的阴谋？保健医为什么没有用？心脏病的黄金抢救时间为什么没有用？飞行员为什么会早逝？｜许其亮｜李克强｜习近平｜,https://www.youtube.com/watch?v=Id7BpWuO3EU,2025-06-16,videos,videos,not_live,False,False,public,False
usRDsxDAy54,决战四中全会：四中全会的召开时间？讨论哪些事项？习近平会下台吗？元老们和习近平会不会有一场大决斗？历史上的全会？习近平|胡锦涛|汪洋|团派|元老|张又侠,https://www.youtube.com/watch?v=usRDsxDAy54,2025-06-12,videos,videos,not_live,False,False,public,False
QIgqP0mvzzg,张又侠发动政变的四个条件；习近平是怎么夺权的；他的权力体系是怎么构成的；毛华邓江的夺权历程 ｜张又侠 ｜习近平 ｜邓小平 ｜江泽民 ｜政变,https://www.youtube.com/watch?v=QIgqP0mvzzg,2025-06-09,videos,videos,not_live,False,False,public,False
AWmkWRb6zWQ,习远平的白手套们，他对仇人的复仇，他在高层人事中的角色，在习近平上位中的作用，作为亲王的新任务以及他的商海生涯和性格形成,https://www.youtube.com/watch?v=AWmkWRb6zWQ,2025-06-06,videos,videos,not_live,False,False,subscriber_only,True
8FMO0Nl0hyw,卢东亮：最年轻省长的崛起之谜。卢东亮的的第一个伯乐；他如何攀上蔡奇；如何跃升山西省长。中铝的领导们和曾庆红温家宝以及李克强令计划的故事。蔡奇｜曾庆红｜郭声琨｜温家宝｜马凯｜李克强｜李源潮｜山西会,https://www.youtube.com/watch?v=8FMO0Nl0hyw,2025-06-05,videos,videos,not_live,False,False,public,False
dPtmJdDMlZY,许其亮：习近平的刀斧手。许其亮为何突然去世？是病死还是吓死？他为何能够被邓江胡三朝信任？他和习近平的渊源如何？他如何协助习近平拿到军权？他有没有被清算？张又侠和他关系如何？邓小平｜江泽民｜刘亚洲｜军队,https://www.youtube.com/watch?v=dPtmJdDMlZY,2025-06-03,videos,videos,not_live,False,False,public,False
DLrxImg86tE,习近平：从佛教徒到菩萨转世。习仲勋如何皈依佛教？习近平对佛教，气功的痴迷；他和学诚之间的故事；他的佛教政策；他如何成为菩萨转世。习仲勋｜班禅｜佛教｜气功｜齐心｜彭丽媛｜风水,https://www.youtube.com/watch?v=DLrxImg86tE,2025-06-03,videos,videos,not_live,False,False,subscriber_only,True
DHw6amAKxtc,习仲勋陵墓的风水如何改变了政坛格局？习近平跟四个祖居地有什么交往？襄阳为什么出了这么多干部？习远平扮演了哪些角色  ｜习远平｜祖坟｜风水｜习仲勋｜,https://www.youtube.com/watch?v=DHw6amAKxtc,2025-06-02,videos,videos,not_live,False,False,public,False
kPvm1sPV8VY,危机处理专家周霁如何升任香港中联办主任？王岐山为何不接纳毕井泉？王小洪怎么安排他的大秘书？肖亚庆和温家宝女儿的故事。毕井泉丨周霁丨卢东亮丨马凯丨王小洪,https://www.youtube.com/watch?v=kPvm1sPV8VY,2025-06-01,videos,videos,not_live,False,False,public,False
_t8hvkRZvRw,蓝天立的落马：习近平如何废除民族区域自治。石泰峰整治宁夏和内蒙古自治区的经过，五任民委主任的更换，王沪宁和民族政策三驾马车的形成，潘岳和新的民族政策等。蓝天立｜习近平｜石泰峰 ｜潘岳｜王沪宁｜,https://www.youtube.com/watch?v=_t8hvkRZvRw,2025-05-28,videos,videos,not_live,False,False,public,False
VjxvgGOgvxc,何立峰：习近平的第一宠臣。主要介绍了何立峰和习近平的渊源；第一宠臣是如何形成的；他的从政经历和人马，遇到的多次群体事件以及此次中美关税谈判和解的背景。何立峰|习近平|特朗普|李强,https://www.youtube.com/watch?v=VjxvgGOgvxc,2025-05-26,videos,videos,not_live,False,False,public,False
gO9PTxCcPkE,李希：政坛巴菲特和习近平的隐秘故事，被称为政坛巴菲特的李希，他的第一个伯乐是谁？他是不是李子奇的秘书？他是如何和习近平建立联系，如何取得习近平信任，并成为二十大常委的。｜习近平 ｜李希｜宋平｜陆浩｜,https://www.youtube.com/watch?v=gO9PTxCcPkE,2025-05-21,videos,videos,not_live,False,False,public,False
l397t2wR8Lc,金湘军和王东峰：习近平家族的报恩。广西主席蓝天立被山西省长金湘军举报落马。金湘军和王东峰的伯乐是谁？和习近平有什么关联？习远平为什么要报恩，他如何推荐干部？蓝天立｜金湘军｜王东峰｜习近平｜习远平,https://www.youtube.com/watch?v=l397t2wR8Lc,2025-05-18,videos,videos,not_live,False,False,public,False
YKXvrIxWrn0,何卫东和秦刚：两个跳级生的悲惨命运。两个人被突击提拔的背景，他们和习近平的渊源，系统内斗以及落马的原因。最后讨论了张又侠是否发动了政变。｜何卫东｜秦刚｜习近平｜张又侠｜,https://www.youtube.com/watch?v=YKXvrIxWrn0,2025-05-13,videos,videos,not_live,False,False,public,False
KOt50ApEfiM,本视频讲述了潘岳作为习近平的小哥们和刘华清女婿的传奇经历，在环保部的生死斗争以及与王岐山的人生比对。习近平｜王岐山｜潘岳｜姚依林｜刘华清｜｜江泽民｜李小琳,https://www.youtube.com/watch?v=KOt50ApEfiM,2025-05-10,videos,videos,not_live,False,False,public,False
XMI3c-NdrUs,蔡陈权斗：李干杰和石泰峰对调的背后，李干杰获任中组部长的原因，陈希在习近平上位过程中的功劳，石泰峰的个性，蔡奇和陈希在中组部上的矛盾，中组部长和统战部长对调的原因和影响。,https://www.youtube.com/watch?v=XMI3c-NdrUs,2025-05-07,videos,videos,not_live,False,False,public,False
ELv54KbR0W0,独家披露了海航背后神秘的三股势力？海航与王岐山的惊天秘密，他们的真实股东与独特的盈利模式，以及王健之死的背景。,https://www.youtube.com/watch?v=ELv54KbR0W0,2025-05-02,videos,videos,not_live,False,False,public,False
2WeyhEvfukA,从扫地僧到背锅侠；刘鹤和习近平的恩怨情仇,https://www.youtube.com/watch?v=2WeyhEvfukA,2025-04-28,videos,videos,not_live,False,False,public,False
tOkV7PpCDAk,党鞭王岐山的崛起和落幕 【上集】,https://www.youtube.com/watch?v=tOkV7PpCDAk,2025-04-22,videos,videos,not_live,False,False,public,False
W7rg8YU7tdk,党鞭王岐山的崛起和落幕 【下集】,https://www.youtube.com/watch?v=W7rg8YU7tdk,2025-04-22,videos,videos,not_live,False,False,public,False
-pA0ZPU1bkM,温家宝和李鹏家族围绕保险公司的内斗，胡锦涛和黄菊家族的角力，李泽源和关国亮买下深航后翻车的经过。中间讲述了张德江｜江泽民｜徐才厚｜宋祖英｜胡锦涛｜温家宝｜李鹏｜,https://www.youtube.com/watch?v=-pA0ZPU1bkM,2025-04-16,videos,videos,not_live,False,False,subscriber_only,True
wW2dytzb5e4,张德江的升迁，宋祖英的真实背景，一个连饭钱都拿不起的假释犯人，依靠张德江和宋祖英的关系，空手套白狼，买下数十亿净资产的深航的故事。中间讲述了以及温家宝和李鹏家族的内斗，胡锦涛和黄菊家族的角力。,https://www.youtube.com/watch?v=wW2dytzb5e4,2025-03-10,videos,videos,not_live,False,False,subscriber_only,True
3CLVR92dIYg,曾庆红的白手套如何帮助许家印购买恒大银行，如何侵吞薄熙来白手套徐明的资产，如何陷害胡锦涛家族的白手套 #栗战书 ｜曾庆红 ｜胡锦涛 ｜薄熙来｜关国亮｜唐一军,https://www.youtube.com/watch?v=3CLVR92dIYg,2025-01-21,videos,videos,not_live,False,False,subscriber_only,True
V6arqLM-9UQ,全网第一次系统性的解密栗战书如何清洗中办的令计划势力？他如何帮助习近平定于一尊？他如何能和习近平成为铁哥们？他的女婿为何能31岁做到证券公司董事长?栗战书｜习近平｜官场,https://www.youtube.com/watch?v=V6arqLM-9UQ,2025-01-14,videos,videos,not_live,False,False,public,False
CO6J1ieQhlA,曾庆红的白手套：戴永革如何帮助栗战书成为中办主任？如何白手起家搞起地下万达？如何取代赵本山成为支配东北黑白两道的教父？如何吞并薄熙来家白手套徐明的资产？如何控制公安部副部长孙力军？,https://www.youtube.com/watch?v=CO6J1ieQhlA,2025-01-14,videos,videos,not_live,False,False,subscriber_only,True
t1z7O7wd2bk,起底栗战书：从县委书记到中办主任的崛起之谜,https://www.youtube.com/watch?v=t1z7O7wd2bk,2024-12-31,videos,videos,not_live,False,False,public,False
